"country","lakeno","year","mesh","lakearea","waterdepth","tn","tp","elev","lat","long","source","sampling_sites","replicates_per_site","sampler_area","ClimateZ","climate","climate2","m","s_area","s_area_LCI","s_area_UCI","Sn_LCI","Sn","Sn_UCI","Spie_LCI","Spie","Spie_UCI","abundance","s"
"Denmark","DK_38006",2007,212,0.08,1.19,2.34,0.1,15,55.3781,9.2462,"erik",8,1,22,"Cfb","cool","Temperate",462.072,20.4305483287342,20.2222400569179,20.6388566005505,21.9794361270174,21.9908062771495,22.0021764272816,4.93215791239756,5.01974139068696,5.10732486897635,19253,22
"Denmark","DK_41002",2004,212,0.17,1.7,1.15,0.09,15,55.4933,9.4753,"erik",8,1,22,"Cfb","cool","Temperate",21.216,5.86358488586854,5.69527119836863,6.03189857336845,7,7,7,3.69457362928291,3.95992503429661,4.22527643931031,884,7
"Denmark","DK_41056",2005,212,0.12,0.97,0.99,0.06,15,54.845,9.3941,"erik",8,1,22,"Cfb","cool","Temperate",308.136,29.1637580503914,28.8121874764444,29.5153286243383,32.9983206909295,32.9993294914634,33.0003382919973,8.79071963330728,8.9945233040219,9.19832697473652,12839,33
"Denmark","DK_42001",2004,212,2.04,2.1,1.33,0.07,15,54.9627,9.4317,"erik",12,1,22,"Cfb","cool","Temperate",124.416,15.1207612612122,14.9304322271447,15.3110902952796,17.9999949505986,17.9999999746685,18.0000049987384,2.31706446765789,2.39956969321703,2.48207491877618,5184,18
"Denmark","DK_42001",2005,212,2.04,2.1,1.26,0.05,15,54.9625,9.431,"erik",12,1,22,"Cfb","cool","Temperate",46.128,11.2986495113883,10.9859454098172,11.6113536129593,15,15,15,5.88997362385781,6.22911586305625,6.56825810225469,1922,15
"Denmark","DK_42001",2006,212,2.04,2.1,1.3,0.05,15,54.9625,9.431,"erik",12,1,22,"Cfb","cool","Temperate",57.504,11.6971256302383,11.4745126359296,11.9197386245471,13.9999999999979,13.9999999999984,13.9999999999988,6.28452084656373,6.56724935924012,6.8499778719165,2396,14
"Denmark","DK_42003",2004,212,0.61,2.7,2.36,0.37,15,54.935,9.4437,"erik",12,1,22,"Cfb","cool","Temperate",44.28,9.33566068435827,9.13058423398282,9.54073713473372,11,11,11,6.40601632683765,6.74907472492226,7.09213312300687,1845,11
"Denmark","DK_42003",2005,212,0.61,2.7,1.96,0.15,15,54.9351,9.4429,"erik",12,1,22,"Cfb","cool","Temperate",71.568,12.0134498435411,11.7072723784055,12.3196273086768,14.999999999999,15,15.0000000000011,6.96610347209312,7.22881324647372,7.49152302085432,2982,15
"Denmark","DK_42003",2006,212,0.61,2.7,2.29,0.2,15,54.9351,9.4429,"erik",12,1,22,"Cfb","cool","Temperate",50.904,8.55459479327203,8.30728077950732,8.80190880703674,10.0000000000001,10.0000000000003,10.0000000000004,5.27761572059386,5.52076592888512,5.76391613717637,2121,10
"Denmark","DK_42081",2004,212,0.05,5.93,0.34,0.01,15,54.8429,9.3952,"erik",8,1,22,"Cfb","cool","Temperate",207.744,14.9300321455732,14.7273725283647,15.1326917627817,16.9999835107242,16.9999986035396,17.000013696355,3.95981723001917,4.06264725283341,4.16547727564766,8656,17
"Denmark","DK_42085",2004,212,0.08,4.5,2.15,0.06,15,55.6729,11.311,"erik",8,1,22,"Cfb","cool","Temperate",145.56,7.65236875957129,7.55948113328481,7.74525638585777,7.99999999404849,7.99999999995103,8.00000000585357,4.57481812697996,4.65368146719408,4.7325448074082,6065,8
"Denmark","DK_44005",2005,212,0.15,2.11,1.41,0.17,15,55.3267,10.7491,"erik",8,1,22,"Cfb","cool","Temperate",327.84,8.93644945962743,8.75620866591512,9.11669025333974,9.99887142138523,9.99965617193809,10.000440922491,2.14090698125102,2.18429124003269,2.22767549881435,13660,10
"Denmark","DK_44009",2005,212,0.14,3.4,2.15,0.15,15,55.3371,10.6319,"erik",8,1,22,"Cfb","cool","Temperate",32.52,4.76492961667135,4.67948585324215,4.85037338010055,5,5,5,3.61932652979377,3.81007733775627,4.00082814571878,1355,5
"Denmark","DK_45003",2004,212,3.12,2.02,3.74,0.27,15,55.1582,10.3084,"erik",12,1,22,"Cfb","cool","Temperate",109.296,9.48268626073456,9.27064527179075,9.69472724967837,10.9999999088645,10.9999999995771,11.0000000902898,4.1023896371733,4.20371764263938,4.30504564810546,4554,11
"Denmark","DK_45003",2005,212,3.12,2.02,1.82,0.1,15,55.1581,10.3083,"erik",12,1,22,"Cfb","cool","Temperate",262.848,8.4456823302172,8.30914991776782,8.58221474266659,8.998343591932,8.99962139445431,9.00089919697662,3.19758558249902,3.2739505924077,3.35031560231637,10952,9
"Denmark","DK_45003",2006,212,3.12,2.02,1.54,0.08,15,55.1581,10.3083,"erik",12,1,22,"Cfb","cool","Temperate",397.56,8.46662030306533,8.31587281512028,8.61736779101038,8.97647944599748,8.99338634247471,9.01029323895194,5.9544194495789,6.00377075492499,6.05312206027108,16565,9
"Denmark","DK_45006",2004,212,0.15,1.82,1.74,0.11,15,55.4831,10.2783,"erik",8,1,22,"Cfb","cool","Temperate",94.68,4.47358694652124,4.34051173392891,4.60666215911357,4.99999999999926,5.00000000000044,5.00000000000163,2.08979836917979,2.13452032792512,2.17924228667044,3945,5
"Denmark","DK_45007",2004,212,0.18,3.09,1.9,0.18,15,55.4323,10.2019,"erik",8,1,22,"Cfb","cool","Temperate",53.736,3.94272044453644,3.91819039903449,3.96725049003839,3.99999999999992,4.00000000000007,4.00000000000022,1.69217795198077,1.76230865706965,1.83243936215852,2239,4
"Denmark","DK_45008",2006,212,0.69,2.3,1.61,0.1,15,55.1473,10.3787,"erik",8,1,22,"Cfb","cool","Temperate",217.608,4.00000000000029,3.99999999999949,4.00000000000109,3.99999999999779,3.99999999999851,3.99999999999924,3.31681061085499,3.36670621075259,3.41660181065019,9067,4
"Denmark","DK_46005",2006,212,0.21,3.6,1.58,0.06,15,55.2076,10.2095,"erik",11,1,22,"Cfb","cool","Temperate",47.256,2.65214954082088,2.5492513567017,2.75504772494007,3,3,3,2.02975188082231,2.06279563402606,2.0958393872298,1969,3
"Denmark","DK_46007",2004,212,0.44,6.2,1.92,0.05,15,55.2076,10.2095,"erik",12,1,22,"Cfb","cool","Temperate",86.664,3.22843689084407,3.07094831371888,3.38592546796927,3.99999999934466,4.00000000000045,4.00000000065624,1.40623793540788,1.44592216576182,1.48560639611575,3611,4
"Denmark","DK_46007",2005,212,0.44,6.2,1.62,0.04,15,55.2076,10.2095,"erik",12,1,22,"Cfb","cool","Temperate",56.544,3.80279036226475,3.74400336035563,3.86157736417388,4.00000000000041,4.00000000000057,4.00000000000073,1.42447255490132,1.47081275254463,1.51715295018795,2356,4
"Denmark","DK_46007",2006,212,0.44,6.2,1.12,0.03,15,55.2076,10.2095,"erik",12,1,22,"Cfb","cool","Temperate",33.936,2.86101842107576,2.78895374245113,2.93308309970039,3,3,3,1.65951447246533,1.74299862788917,1.82648278331301,1414,3
"Denmark","DK_47008",2007,212,0.61,1.96,1.13,0.11,15,55.0678,10.5266,"erik",8,1,22,"Cfb","cool","Temperate",528.48,12.806316791305,12.5867235288777,13.0259100537322,13.9679401454234,13.9819801450799,13.9960201447364,4.93209070138771,5.00926219310788,5.08643368482806,22020,14
"Denmark","DK_47009",2006,212,0.7,0.5,NA,NA,15,54.7296,10.7105,"erik",8,1,22,"Cfb","cool","Temperate",258.576,7.64965048531161,7.56189556302219,7.73740540760102,7.99992939533737,7.99999471994661,8.00006004455586,2.20608368492661,2.25815879509437,2.31023390526214,10774,8
"Denmark","DK_47011",2007,212,0.23,1.04,1.96,0.23,15,55.0694,10.4855,"erik",8,1,22,"Cfb","cool","Temperate",45.24,5.50085257295194,5.38144304948444,5.62026209641945,6,6,6,2.07780102657621,2.1817849530094,2.28576887944259,1885,6
"Denmark","DK_47014",2006,212,0.18,0.5,NA,NA,15,54.7919,10.6623,"erik",8,1,22,"Cfb","cool","Temperate",35.328,4.30494295221023,4.1788779975625,4.43100790685795,5,5,5,2.0171945491896,2.11970405747385,2.22221356575809,1472,5
"Denmark","DK_47015",2006,212,0.24,0.5,NA,NA,15,57.0833,9.6427,"erik",8,1,22,"Cfb","cool","Temperate",223.32,12.4605508419172,12.2460824584805,12.6750192253539,13.9999530865442,13.9999964065617,14.0000397265791,4.20504997756119,4.29687250682116,4.38869503608113,9305,14
"Denmark","DK_48001",2004,212,2.24,4.8,0.7,0.04,15,55.9885,12.3008,"erik",12,1,22,"Cfb","cool","Temperate",186.672,3.61381431054565,3.49447142789088,3.73315719320042,3.99993425973151,3.99999337404315,4.0000524883548,1.13352209930178,1.14453393888897,1.15554577847617,7778,4
"Denmark","DK_48001",2005,212,2.24,4.8,0.76,0.05,15,55.9885,12.3008,"erik",12,1,22,"Cfb","cool","Temperate",440.976,3.94496994270926,3.91775872916569,3.97218115625282,3.99998861782421,3.99999894363572,4.00000926944722,1.69223065748916,1.70969302316954,1.72715538884991,18374,4
"Denmark","DK_48001",2006,212,2.24,4.8,NA,NA,15,55.9885,12.3008,"erik",12,1,22,"Cfb","cool","Temperate",255.216,5.27623842118645,5.15381410202321,5.39866274034968,5.99816909613633,5.99976370184219,6.00135830754805,1.50834174714755,1.52957295939962,1.55080417165168,10634,6
"Denmark","DK_48011",2006,212,0.12,1.38,0.91,0.09,15,56.3954,10.4009,"erik",8,1,22,"Cfb","cool","Temperate",160.032,5.76872017459842,5.68623641262677,5.85120393657007,5.99999998428292,5.99999999954594,6.00000001480896,3.55051699322599,3.64359300581382,3.73666901840165,6668,6
"Denmark","DK_48012",2006,212,0.3,1,1.71,0.2,15,56.0628,12.5314,"erik",8,1,22,"Cfb","cool","Temperate",255.768,9.52076721663039,9.37266345934694,9.66887097391383,9.99990681156515,9.99999261682472,10.0000784220843,3.21641113583202,3.28862805975891,3.3608449836858,10657,10
"Denmark","DK_49001",2004,212,39.87,3.1,2.36,0.24,15,55.9717,12.1104,"erik",12,1,22,"Cfb","cool","Temperate",98.088,6.17404122795561,6.00485392068919,6.34322853522204,6.99999998494299,6.99999999999618,7.00000001504937,2.69673036040528,2.78191586207001,2.86710136373474,4087,7
"Denmark","DK_49001",2005,212,39.87,3.1,2.59,0.23,15,55.9717,12.1104,"erik",12,1,22,"Cfb","cool","Temperate",94.296,5.62277350503926,5.51079410270147,5.73475290737706,5.99999999516395,5.99999999999859,6.00000000483322,3.37747544438932,3.50526941614693,3.63306338790453,3929,6
"Denmark","DK_49001",2006,212,39.87,3.1,1.86,0.15,15,55.9717,12.1104,"erik",12,1,22,"Cfb","cool","Temperate",58.08,2.99773085896561,2.99577510366837,2.99968661426285,2.99999999999946,2.9999999999996,2.99999999999975,2.3265069768451,2.38345714250706,2.44040730816903,2420,3
"Denmark","DK_49001",2007,212,39.87,3.1,2.46,0.14,15,55.9717,12.1104,"erik",12,1,22,"Cfb","cool","Temperate",29.544,3.61148268727116,3.50429507249506,3.71867030204726,4,4,4,2.46500750458647,2.57966711974669,2.69432673490691,1231,4
"Denmark","DK_50001",2005,212,1.19,1.99,1.46,0.08,15,55.7705,12.4628,"erik",8,1,22,"Cfb","cool","Temperate",24.288,2.907583175217,2.87450422218058,2.94066212825342,3,3,3,1.53857822235677,1.63287187502201,1.72716552768725,1012,3
"Denmark","DK_50025",2005,212,0.32,3.49,0.72,0.12,15,55.8173,12.2627,"erik",8,1,22,"Cfb","cool","Temperate",217.2,9.77474332152837,9.58252876579765,9.96695787725909,10.9999803668775,10.9999985304444,11.0000166940113,3.74255193777374,3.79928522831393,3.85601851885411,9050,11
"Denmark","DK_50026",2005,212,0.16,1.68,1.49,0.12,15,55.7736,12.4855,"erik",8,1,22,"Cfb","cool","Temperate",8.592,1.79618069605214,1.7282422691644,1.86411912293987,2,2,2,1.28191534551771,1.38823173648558,1.49454812745345,358,2
"Denmark","DK_50029",2005,212,1.19,6.67,0.63,0.08,15,55.8036,12.3626,"erik",8,1,22,"Cfb","cool","Temperate",235.752,5.71300078489014,5.6213236685714,5.80467790120889,5.99998408057431,5.99999888402489,6.00001368747546,1.65956966574518,1.68774979545299,1.7159299251608,9823,6
"Denmark","DK_50050",2004,212,0.21,1.52,0.97,0.1,15,55.8953,12.4023,"erik",8,1,22,"Cfb","cool","Temperate",392.88,7.70924578592054,7.60845336674733,7.81003820509375,7.99765688991917,7.99960360971248,8.00155032950579,3.49889123267217,3.55013002549896,3.60136881832574,16370,8
"Denmark","DK_50100",2005,212,0.04,1.33,1.14,0.1,15,55.5364,8.6396,"erik",8,1,22,"Cfb","cool","Temperate",351.552,25.1707376021146,24.9436136180787,25.3978615861505,26.9973809769628,26.9989733618132,27.0005657466636,7.52731064511782,7.70544797562024,7.88358530612266,14648,27
"Denmark","DK_51004",2004,212,0.15,3.6,0.91,0.03,15,55.632821,11.6904,"erik",12,1,22,"Cfb","cool","Temperate",120,12.1270058208024,11.9086204208645,12.3453912207403,13.9999996217192,13.9999999951815,14.0000003686439,4.88929980431313,5.09236716584481,5.29543452737649,5000,14
"Denmark","DK_51004",2005,212,0.15,3.6,0.8,0.02,15,55.632821,11.6904,"erik",12,1,22,"Cfb","cool","Temperate",149.52,17.0202047761214,16.7275928416812,17.3128167105615,19.9999139615408,19.9999989373191,20.0000839130974,5.47506157601473,5.6865578801377,5.89805418426066,6230,20
"Denmark","DK_51004",2006,212,0.15,3.6,0.77,0.01,15,55.632821,11.6904,"erik",12,1,22,"Cfb","cool","Temperate",111.456,15.1332309770144,14.8666223484574,15.3998396055714,16.9999997807526,16.999999999422,17.0000002180913,6.35811923842421,6.63269761574802,6.90727599307184,4644,17
"Denmark","DK_51004",2007,212,0.15,3.6,0.89,0.02,15,55.632821,11.6904,"erik",12,1,22,"Cfb","cool","Temperate",103.824,16.2071917929739,15.9208754764477,16.4935081095001,18.99999980641,18.9999999999118,19.0000001934137,5.9685514620569,6.29120329277974,6.61385512350257,4326,19
"Denmark","DK_51040",2004,212,0.3,2.33,2.08,0.17,15,55.6186,11.3205,"erik",8,1,22,"Cfb","cool","Temperate",100.056,9.24133948247866,9.08747012283267,9.39520884212465,9.99999999988985,9.99999999999634,10.0000000001028,4.64589038126548,4.81178413333396,4.97767788540243,4169,10
"Denmark","DK_51041",2006,212,0.18,1.63,0.88,0.01,15,55.9629,11.7454,"erik",8,1,22,"Cfb","cool","Temperate",300.096,21.065047086503,20.7901438398565,21.3399503331496,22.9991634421401,22.9997762874104,23.0003891326807,6.79309708978241,6.99881823319945,7.20453937661649,12504,23
"Denmark","DK_52002",2005,212,0.05,3.96,1.88,0.21,15,55.5836,12.6554,"erik",8,1,22,"Cfb","cool","Temperate",96.072,3.76336424593531,3.6665706460883,3.86015784578231,3.99999999999796,3.9999999999985,3.99999999999905,1.44765590252828,1.4912122043204,1.53476850611251,4003,4
"Denmark","DK_52005",2005,212,0.32,1.2,2.61,0.28,15,55.7265,12.186,"erik",12,1,22,"Cfb","cool","Temperate",292.992,8.22211497576763,8.08253244580404,8.36169750573122,8.99214882903316,8.99815751989873,9.00416621076431,3.800410358531,3.86428419998989,3.92815804144877,12208,9
"Denmark","DK_52005",2004,212,0.32,1.2,2.64,0.33,15,55.7264,12.1848,"erik",12,1,22,"Cfb","cool","Temperate",92.328,9.12799138323461,8.89599121108589,9.35999155538333,10.9999998887809,10.9999999999997,11.0000001112185,3.19959984134764,3.32134415763689,3.44308847392615,3847,11
"Denmark","DK_52005",2006,212,0.32,1.2,2.5,0.31,15,55.7264,12.1848,"erik",12,1,22,"Cfb","cool","Temperate",158.28,12.8430262804045,12.611599692252,13.074452868557,14.9998397216066,14.9999971127875,15.0001545039683,4.83181077749326,4.94960225661993,5.0673937357466,6595,15
"Denmark","DK_52007",2006,212,0.06,0.7,1.53,0.06,15,56.2255,9.2517,"erik",8,1,22,"Cfb","cool","Temperate",93.312,10.1262118203353,9.97624465316299,10.2761789875075,11.0000000000014,11.0000000000023,11.0000000000032,5.11211109469794,5.27114845199986,5.43018580930177,3888,11
"Denmark","DK_52008",2005,212,0.06,2.79,2.43,0.31,15,56.6289,11.9845,"erik",8,1,22,"Cfb","cool","Temperate",59.352,2.7631312936592,2.67829363520034,2.84796895211806,2.99999999999942,2.99999999999965,2.99999999999988,1.24131751741967,1.2733179382195,1.30531835901932,2473,3
"Denmark","DK_52013",2006,212,1.25,3.3,1.13,0.04,15,55.7767,12.3499,"erik",8,1,22,"Cfb","cool","Temperate",111.432,5.71534784661345,5.62164936305621,5.8090463301707,5.99999999999487,5.99999999999589,5.9999999999969,3.24304351738501,3.31576013718729,3.38847675698957,4643,6
"Denmark","DK_52075",2006,212,0.05,4.95,0.3,0.03,15,55.1888,11.7252,"erik",8,1,22,"Cfb","cool","Temperate",142.92,5.30611372501402,5.17638224167207,5.43584520835598,5.99999999454403,5.99999999994474,6.00000000534545,2.04943606011849,2.09598306954844,2.14253007897839,5955,6
"Denmark","DK_52111",2006,212,0.04,1.57,1.39,0.04,15,55.6817,12.3387,"erik",8,1,22,"Cfb","cool","Temperate",204.36,14.6627704528112,14.4650818931217,14.8604590125006,15.9999923388295,15.9999995046715,16.0000066705135,5.0671195093598,5.19692060514872,5.32672170093763,8515,16
"Denmark","DK_52128",2005,212,0.06,1.3,0.92,0.04,15,54.9835,12.5227,"erik",8,1,22,"Cfb","cool","Temperate",308.592,7.30395471767262,7.14009452939086,7.46781490595438,7.99944003388898,7.99988501080268,8.00032998771638,2.39518617551913,2.45010702010672,2.50502786469432,12858,8
"Denmark","DK_52138",2004,212,0.06,0.93,1.91,0.28,15,55.9093,12.2829,"erik",8,1,22,"Cfb","cool","Temperate",734.352,22.9920681681025,22.8207757705103,23.1633605656947,23.8871296263475,23.9306770850585,23.9742245437695,5.92422376705536,6.03453873600401,6.14485370495266,30598,24
"Denmark","DK_53001",2006,212,0.06,4.65,2.04,0.01,15,55.5479,12.2082,"erik",8,1,22,"Cfb","cool","Temperate",5.664,2.59171402712284,2.51145524142869,2.67197281281699,3,3,3,2.44020778501282,2.68345251859147,2.92669725217012,236,3
"Denmark","DK_53004",2004,212,0.21,1.63,0.91,0.14,15,55.6139,12.4374,"erik",8,1,22,"Cfb","cool","Temperate",564.312,10.2440804886978,10.0955182192508,10.3926427581448,10.9685752848719,10.985598765191,11.0026222455102,1.93158552300839,1.95811038267581,1.98463524234323,23513,11
"Denmark","DK_53018",2005,212,0.46,1.6,0.92,0.05,15,55.6769,12.4761,"erik",8,1,22,"Cfb","cool","Temperate",238.848,13.4297166480418,13.3134031530684,13.5460301430152,13.9999715343495,13.9999965836452,14.000021632941,6.72118429228721,6.84391666750279,6.96664904271837,9952,14
"Denmark","DK_53025",2006,212,0.19,2.17,0.91,0.2,15,55.6763,12.4763,"erik",8,1,22,"Cfb","cool","Temperate",173.856,11.2761046943885,11.1532677864088,11.3989416023683,11.9999989890278,11.9999999855737,12.0000009821197,4.38719187215241,4.52153426456297,4.65587665697352,7244,12
"Denmark","DK_53026",2006,212,0.14,2,1.13,0.16,15,55.6947,12.5744,"erik",8,1,22,"Cfb","cool","Temperate",138.528,11.4630896906943,11.2915574617626,11.634621919626,12.9999999848154,12.9999999999357,13.0000000150561,3.70231182909844,3.81315261382626,3.92399339855408,5772,13
"Denmark","DK_53027",2005,212,0.07,4.2,0.89,0.09,15,55.6874,12.5667,"erik",8,1,22,"Cfb","cool","Temperate",316.512,10.2828588100583,10.1511300663038,10.4145875538127,10.999107876719,10.9998209996308,11.0005341225426,2.47109915833291,2.51830246968315,2.56550578103339,13188,11
"Denmark","DK_53031",2005,212,0.06,1.72,1.01,0.11,15,55.7227,12.549,"erik",8,1,22,"Cfb","cool","Temperate",57.96,7.00971480038257,6.85398631248396,7.16544328828118,7.99999999999913,7.99999999999945,7.99999999999978,3.67557265222814,3.81291639977915,3.95026014733017,2415,8
"Denmark","DK_53036",2005,212,0.26,0.98,1.1,0.05,15,55.7472,12.5352,"erik",8,1,22,"Cfb","cool","Temperate",137.232,18.1600318833436,17.9278248059283,18.3922389607589,19.9999999834231,19.9999999999633,20.0000000165035,6.53846617851326,6.81272563688615,7.08698509525903,5718,20
"Denmark","DK_53041",2006,212,0.17,1.1,1.25,0.13,15,55.6382,12.3467,"erik",8,1,22,"Cfb","cool","Temperate",172.896,6.70139173895552,6.61377129151638,6.78901218639467,6.99999872438163,6.9999999969496,7.00000126951757,1.50573053654897,1.5360884388649,1.56644634118084,7204,7
"Denmark","DK_53057",2004,212,0.1,1.4,0.97,0.14,15,55.615,12.4265,"erik",8,1,22,"Cfb","cool","Temperate",440.04,8.4218407091321,8.29777400633649,8.54590741192771,8.99172940904803,8.99806518966794,9.00440097028784,1.78924023961622,1.81669966992967,1.84415910024312,18335,9
"Denmark","DK_53058",2004,212,0.16,1.1,0.88,0.12,15,56.2572,10.6957,"erik",8,1,22,"Cfb","cool","Temperate",532.92,7.50990567666797,7.39611912434789,7.62369222898805,7.98338708100768,7.99311209932044,8.0028371176332,2.25108010606112,2.27447273932656,2.29786537259199,22205,8
"Denmark","DK_54008",2004,212,0.07,0.21,3.17,0.3,15,55.5348,11.1464,"erik",8,1,22,"Cfb","cool","Temperate",427.152,6.53256820253981,6.43489248025388,6.63024392482575,6.99544985933584,6.99845330883194,7.00145675832804,3.0284534235754,3.06306481962298,3.09767621567055,17798,7
"Denmark","DK_55001",2004,212,1.92,2.66,1.53,0.11,15,55.6523,11.3736,"erik",8,1,22,"Cfb","cool","Temperate",548.64,11.9476298589134,11.7998311338947,12.0954285839321,12.9702696373767,12.9836290739085,12.9969885104402,4.01899858113896,4.06302153058237,4.10704448002578,22860,13
"Denmark","DK_55002",2004,212,11.85,8.2,1.41,0.09,15,55.5777,11.2858,"erik",12,1,22,"Cfb","cool","Temperate",507.624,8.94491332359635,8.91479971629665,8.97502693089606,8.99996282061605,8.99999289947639,9.00002297833673,3.46062597434786,3.51884677454438,3.57706757474091,21151,9
"Denmark","DK_55002",2005,212,11.85,8.2,2.35,0.13,15,55.5777,11.2858,"erik",12,1,22,"Cfb","cool","Temperate",509.568,8.8627334281161,8.64427645069946,9.08119040553274,9.89462035960295,9.94287822435852,9.99113608911409,3.38462075234812,3.44369531139915,3.50276987045017,21232,10
"Denmark","DK_55002",2006,212,11.85,8.2,2.31,0.18,15,55.5777,11.2858,"erik",12,1,22,"Cfb","cool","Temperate",95.232,7.56255751895893,7.4304834287802,7.69463160913767,7.99999999570352,8.00000000000238,8.00000000430124,3.79744138584224,3.9374605310588,4.07747967627536,3968,8
"Denmark","DK_55003",2005,212,1.91,7.74,1.27,0.1,15,55.45,11.5818,"erik",8,1,22,"Cfb","cool","Temperate",68.616,7.46402195949312,7.34264684843221,7.58539707055402,8.00000000000059,8.00000000000095,8.00000000000132,2.42501946374342,2.54581492012049,2.66661037649756,2859,8
"Denmark","DK_55015",2006,212,0.09,0.93,1.43,0.03,15,55.6634,11.3314,"erik",8,1,22,"Cfb","cool","Temperate",592.896,12.2192346341145,12.0749394442712,12.3635298239578,12.9641715164242,12.9811431996149,12.9981148828056,3.65297359388078,3.69330756280956,3.73364153173835,24704,13
"Denmark","DK_55016",2006,212,0.15,0.72,3.4,0.41,15,55.638,11.5142,"erik",8,1,22,"Cfb","cool","Temperate",511.488,12.4828640293659,12.2680891494879,12.6976389092439,13.9699235200438,13.9838930686391,13.9978626172344,2.72300507398937,2.75886651316692,2.79472795234448,21312,14
"Denmark","DK_56008",2005,212,0.14,1.67,1.5,0.06,15,55.4811,11.5146,"erik",8,1,22,"Cfb","cool","Temperate",68.592,6.53911408955067,6.42445012169022,6.65377805741111,7,7.00000000000034,7.00000000000068,4.74040025246353,4.84021777856623,4.94003530466892,2858,7
"Denmark","DK_57013",2007,212,0.9,4.67,2.57,0.1,15,55.3355,11.6342,"erik",8,1,22,"Cfb","cool","Temperate",438.048,12.4554976133119,12.2434631607416,12.6675320658822,13.9863272819521,13.9936982230444,14.0010691641367,2.0321312863162,2.06374552368384,2.09535976105148,18252,14
"Denmark","DK_57018",2006,212,0.07,1.17,2.52,0.13,15,55.3616,11.4409,"erik",8,1,22,"Cfb","cool","Temperate",45.24,2.94600663849339,2.91454732665787,2.97746595032891,3,3,3,1.42132930564014,1.47220093557334,1.52307256550654,1885,3
"Denmark","DK_57020",2004,212,6.61,9.9,3.58,0.1,15,55.34653,11.601779,"erik",8,1,22,"Cfb","cool","Temperate",175.8,8.83997442488304,8.67748210429473,9.00246674547134,9.99999794752085,9.99999997761322,10.0000020077056,2.86966448547951,2.93576378584249,3.00186308620546,7325,10
"Denmark","DK_57053",2007,212,0.51,8.8,1.36,0.17,15,55.2983,11.9997,"erik",8,1,22,"Cfb","cool","Temperate",39.576,2.76757813582174,2.67654537240634,2.85861089923714,3,3,3,1.67509569909022,1.74220015375867,1.80930460842713,1649,3
"Denmark","DK_57056",2007,212,0.22,1.33,0.84,0.3,15,55.3052,11.9955,"erik",8,1,22,"Cfb","cool","Temperate",388.584,22.0095356019192,21.7742909482686,22.2447802555699,23.9923462870688,23.9967020263878,24.0010577657067,7.46196118243743,7.60048394589048,7.73900670934353,16191,24
"Denmark","DK_57058",2005,212,0.08,1.58,1.9,0.09,15,55.5728,11.2883,"erik",8,1,22,"Cfb","cool","Temperate",95.784,15.450670061644,15.231477747582,15.669862375706,16.9999999997904,17.0000000000065,17.0000000002226,8.92651822941519,9.32287981113004,9.71924139284489,3991,17
"Denmark","DK_57064",2005,212,0.12,1.5,2.39,0.18,15,55.3947,10.4122,"erik",8,1,22,"Cfb","cool","Temperate",211.512,17.9376719090107,17.773684366765,18.1016594512563,18.9999793202225,18.9999994450245,19.0000195698265,4.81320883158622,4.95970700262221,5.1062051736582,8813,19
"Denmark","DK_58001",2004,212,0.1,1.05,1.38,0.13,15,55.4883,11.9831,"erik",8,1,22,"Cfb","cool","Temperate",162.576,19.7124126245289,19.5421256697788,19.8826995792789,20.9999996137435,20.9999999961216,21.0000003784997,4.01814905897334,4.18088478253531,4.34362050609729,6774,21
"Denmark","DK_58001",2007,212,0.1,1.05,1.54,0.11,15,55.4883,11.9831,"erik",8,1,22,"Cfb","cool","Temperate",151.512,14.7744529332007,14.6324320545997,14.9164738118018,15.9999999795828,15.9999999994878,16.0000000193929,7.23216641468608,7.50186124642062,7.77155607815517,6313,16
"Denmark","DK_58004",2004,212,0.37,3.8,1.62,0.14,15,55.4888,11.984,"erik",8,1,22,"Cfb","cool","Temperate",172.44,9.10615355550564,8.98021538121306,9.23209172979821,9.99999947793108,9.99999998803012,10.0000004981292,2.5847196949384,2.62672791252757,2.66873613011673,7185,10
"Denmark","DK_60009",2005,212,0.15,2.11,1.69,0.51,15,55.0707,12.0059,"erik",8,1,22,"Cfb","cool","Temperate",9.888,1.96573616369665,1.94034499480756,1.99112733258574,2,2,2,1.57215302199497,1.69361313056064,1.81507323912631,412,2
"Denmark","DK_60010",2005,212,0.06,1.8,1.61,0.2,15,55.0043,11.9741,"erik",8,1,22,"Cfb","cool","Temperate",138.552,12.501384359104,12.3948146342313,12.6079540839767,12.9999999991539,12.9999999999835,13.0000000008131,5.78220401018136,5.94578449962242,6.10936498906349,5773,13
"Denmark","DK_60013",2006,212,0.07,2,3.26,1.09,15,55.1671,11.9495,"erik",8,1,22,"Cfb","cool","Temperate",325.008,7.69250554436573,7.61136251930537,7.7736485694261,7.99945728464036,7.99992133312863,8.00038538161691,2.69447943320895,2.74942670368687,2.80437397416479,13542,8
"Denmark","DK_60081",2006,212,0.22,2.55,NA,NA,15,55.3502,12.3805,"erik",8,1,22,"Cfb","cool","Temperate",124.416,10.8759442955434,10.703526497131,11.0483620939558,11.9999999993578,12.0000000000014,12.000000000645,4.66425334197676,4.78359285181542,4.90293236165407,5184,12
